#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 2900
numEdges = 16528
usedAlgorithm = NULL
dataSource = GraphMLDataset
numOfFeatures = 115
truth_features = 
END
#################################################################
SECTION2 (Nodes Information)
NodeID att0 att1 att2 att3 att4 att5 att6 att7 att8 att9 att10 att11 att12 att13 att14 att15 att16 att17 att18 att19 att20 att21 att22 att23 att24 att25 att26 att27 att28 att29 att30 att31 att32 att33 att34 att35 att36 att37 att38 att39 att40 att41 att42 att43 att44 att45 att46 att47 att48 att49 att50 att51 att52 att53 att54 att55 att56 att57 att58 att59 att60 att61 att62 att63 att64 att65 att66 att67 att68 att69 att70 att71 att72 att73 att74 att75 att76 att77 att78 att79 att80 att81 att82 att83 att84 att85 att86 att87 att88 att89 att90 att91 att92 att93 att94 att95 att96 att97 att98 att99 att100 att101 att102 att103 att104 att105 att106 att107 att108 att109 att110 att111 att112 att113 att114
563 673.000000 0.519268 0.444444 0.524755 0.834422 1.100926 0.373864 0.505109 0.503229 0.579275 0.520137 0.430226 0.451991 0.397547 0.545585 0.603319 0.498182 0.558752 0.590943 0.443880 0.522756 0.522752 0.463636 0.563352 0.559519 0.438507 0.547635 0.593457 0.452222 -0.073367 0.545130 0.648704 0.704089 0.553776 0.692419 0.583742 0.745907 0.213291 -0.183710 0.215766 0.214206 0.128794 0.581340 0.578199 0.762230 0.475600 0.891374 0.863934 0.228512 0.031077 0.546457 0.445905 0.843590 0.347585 0.602204 0.491553 0.413466 0.512324 0.621670 0.416945 0.453945 0.563436 0.507805 0.407299 0.473964 0.692473 0.320157 0.491714 0.598684 0.658566 0.693018 0.580608 0.246842 0.793689 0.501020 0.536500 0.199725 0.671802 0.390120 0.403419 0.400125 0.533731 0.340426 0.368932 0.169425 0.403846 0.546921 0.406433 0.474457 0.264830 0.087938 0.070942 -0.091304 -0.138971 0.353890 -0.054808 0.060302 0.603774 0.237742 0.727346 0.497928 0.557526 0.955769 0.378635 0.379655 -0.179121 0.129831 0.146954 0.819608 0.802000 0.682567 1.188467 0.260594 0.789200 1.145482 0.396441
564 675.000000 0.378805 0.422727 0.521592 0.616080 0.823457 0.809848 0.510745 0.536748 0.635130 0.529352 0.585876 0.358817 0.404673 0.413246 0.510638 0.413650 0.504304 0.170471 0.323027 0.439744 0.271560 0.303171 0.234091 0.661924 0.635167 0.474689 0.561941 0.407870 -0.047739 0.542334 0.602593 0.749766 0.621394 0.757625 0.740361 0.739146 0.615506 0.300905 0.014453 0.169916 0.954086 0.825837 0.498104 0.598328 -0.300000 0.524281 0.540574 0.094720 -0.022055 0.212205 0.233243 0.786218 0.514493 0.811846 0.690736 1.271374 0.744894 0.919865 0.420775 0.707889 0.295154 0.392767 0.637591 0.388462 0.606989 0.464398 0.723540 1.036513 0.989641 1.485909 0.817286 0.000000 0.699272 0.602638 0.606111 0.514050 1.044186 1.187956 0.507002 0.453495 0.772836 0.815839 -0.109709 0.361005 0.881731 0.459117 0.138012 0.888043 0.676189 0.502865 0.363323 0.429481 0.140686 0.145351 0.451923 0.714070 0.616667 0.418764 0.810867 -0.390189 0.376289 0.713846 0.503561 0.543321 -0.738576 0.326981 0.121482 0.351778 0.569750 0.817621 0.703766 -0.033138 -0.477931 -0.142353 0.370331
565 678.000000 0.559730 0.377104 0.560742 0.482663 0.548457 0.442045 0.417518 0.458686 0.517937 0.460978 0.444350 0.406485 0.335631 0.432220 0.559064 0.476104 0.483429 0.331638 0.359019 0.356090 0.385138 0.343129 0.571875 0.739880 0.609430 0.390788 0.630534 0.519802 0.012060 0.520058 0.785741 0.711098 0.612742 0.772767 0.541265 0.760142 0.684810 0.585520 0.093139 0.528969 0.696887 0.715311 0.815166 0.492446 0.435600 0.779553 0.499180 0.583713 0.465489 0.637008 0.546486 0.753846 0.630193 0.880441 0.382561 0.426934 0.514085 0.802257 0.495704 0.490192 0.404846 0.566769 0.553285 0.441420 0.674552 0.461518 0.531262 0.588816 0.503187 0.510151 0.522099 0.383684 0.674757 0.576729 0.505733 0.610193 0.756105 0.697124 -1.642742 0.408971 0.327761 0.567376 0.436893 0.060819 0.403846 0.589236 0.160819 0.767935 0.704831 0.613546 0.351312 0.944269 0.374355 0.350095 0.464423 0.417085 0.414323 0.376452 0.533756 0.157946 0.421443 0.894231 0.541840 0.471743 0.002367 0.405229 0.506176 0.819608 0.549843 0.416300 1.011377 0.155219 0.093910 0.298288 0.645653
566 679.000000 0.564355 0.478788 0.529553 0.692211 0.898457 0.579924 0.502851 0.480290 0.505297 0.496701 0.394633 0.443345 0.499650 0.489976 0.550894 0.522078 0.531062 0.479028 0.406050 0.411859 0.371193 0.299577 0.672443 0.640481 0.618075 0.530802 0.627699 0.502593 0.074372 0.664954 0.751296 0.697375 0.543834 0.702397 0.691382 0.444840 0.477215 0.628054 0.086423 0.435376 0.381863 0.922967 0.760190 0.475899 0.561200 0.343131 0.525410 0.478731 0.303086 0.477165 0.304324 0.309615 0.522464 0.341598 0.472338 0.738492 0.423239 0.737698 0.353997 0.563539 0.613656 0.555508 0.109489 0.469231 0.593548 0.444701 0.473635 0.596711 0.460956 0.657382 0.537243 0.548947 0.590777 0.823898 0.322669 0.490087 0.710756 0.702366 -0.330645 0.531043 0.672230 0.625059 0.477023 0.475258 0.610256 0.728170 0.654386 0.530978 0.121208 0.529651 0.471956 0.469664 0.350460 0.261670 0.242944 0.549749 0.327355 0.341288 0.425346 0.487484 0.752165 0.599615 0.540059 0.586435 -0.026040 0.380749 0.561039 -0.207843 0.463713 0.329956 0.240055 0.069163 -0.140692 -0.221057 0.474161
567 680.000000 0.529094 0.486700 0.464885 0.653769 0.706173 0.400758 0.384854 0.385301 0.484572 0.467918 0.289266 0.461206 0.479439 0.495585 0.517447 0.339870 0.513630 0.484367 0.346424 0.484615 0.278899 0.193235 0.555114 0.465531 0.552599 0.514895 0.633915 0.505587 0.248744 0.609836 0.835926 0.689450 0.557816 0.686819 0.593862 0.660854 0.511076 0.228507 0.058248 0.367688 0.295527 0.634450 0.569194 0.370504 0.188000 0.489137 0.458607 0.055253 -0.078862 0.414641 0.108919 0.552244 0.379227 0.966116 0.573569 0.515057 0.526585 0.687359 0.361198 0.456290 0.603524 0.501647 0.418613 0.464055 0.832616 0.462222 0.665160 0.691118 0.702789 0.702865 0.505235 -0.047368 0.725971 0.719723 0.383050 0.638017 0.750581 0.671291 0.489020 0.453495 0.292239 0.848936 0.508414 0.552151 0.641346 0.568431 0.570760 0.627174 0.360717 0.457380 0.355984 0.434456 0.357099 0.278178 0.233974 0.307035 0.421698 0.331613 0.354338 0.600447 0.596907 0.702308 0.634125 0.585179 0.114518 0.318238 0.415391 0.325000 0.553378 0.725110 0.526677 0.173221 0.185337 0.709853 0.802361
568 681.000000 0.468015 0.485522 0.570992 0.647349 0.867593 0.572348 0.478878 0.406793 0.469981 0.453470 0.445480 0.406940 0.431893 0.479236 0.516851 0.419958 0.540387 0.415261 0.399048 0.350962 0.303303 0.324947 0.453693 0.612425 0.706483 0.517261 0.613522 0.479444 0.722613 0.620733 0.780926 0.745703 0.676833 0.736166 0.660435 0.633452 0.524684 0.714027 0.150657 0.466017 0.507782 0.506699 0.485308 0.557998 0.464760 0.352716 0.427049 0.353550 -0.158059 0.555906 0.455740 0.550000 0.445169 0.730028 0.588011 0.882150 0.634507 0.649661 0.434762 0.350320 0.309692 0.494939 0.317518 0.220710 0.566307 0.535864 0.541431 0.662500 0.719920 0.934027 0.530359 0.401579 0.690291 0.620737 0.426508 0.572727 0.690407 0.496448 0.396980 0.525146 0.430448 0.639243 0.179288 0.166818 0.510897 0.661171 0.736257 0.384239 0.546911 0.388141 0.368787 0.413021 0.411029 0.404499 0.106731 0.630151 0.379549 0.341138 0.513844 0.654693 0.531546 0.791923 0.261128 0.377143 0.597331 0.386081 0.012409 0.265176 0.380500 0.453304 0.279408 0.341381 0.228238 0.024579 0.289823
569 682.000000 0.426975 0.421145 0.520756 0.653769 0.968519 0.556061 0.440996 0.454343 0.522677 0.379181 0.156497 0.474858 0.418692 0.556444 0.537021 0.421688 0.506456 0.494293 0.379762 0.535897 0.364305 0.298943 0.543750 0.559719 0.589379 0.435685 0.592475 0.439352 0.474874 0.566442 0.847037 0.712203 0.576447 0.643246 0.616867 0.621708 0.656646 0.803167 0.070103 0.674095 0.584436 0.859330 0.616588 0.489209 0.560000 0.476358 0.532377 0.540694 -0.042105 0.668898 0.179189 0.212500 0.231884 0.632782 0.546322 0.613613 0.619894 0.583093 0.600955 0.648188 0.145374 0.556824 0.378467 0.311538 0.714337 0.398953 0.458004 0.615461 0.451793 0.623154 0.551161 -0.021053 0.599757 0.533553 0.498426 0.429223 0.591739 0.615132 0.301538 0.494776 0.531045 0.879669 0.045631 0.599937 0.567628 0.705955 0.459649 0.382609 0.501850 0.619105 0.429236 0.436373 0.334314 0.352751 0.259257 0.543216 0.369995 0.363291 0.354689 0.544850 0.578351 0.486923 0.488724 0.530763 0.269805 0.217696 -0.087519 0.540015 0.779750 1.236123 -0.043944 0.160049 -0.113732 -0.112276 0.962870
570 683.000000 0.477842 0.357744 0.477317 0.677387 0.917284 0.712879 0.456752 0.443653 0.474721 0.480887 0.338418 0.511718 0.393458 0.544988 0.577362 0.465065 0.513917 0.385608 0.300762 0.501923 0.334679 0.132770 0.638636 0.608617 0.525933 0.515685 0.613631 0.457315 0.371357 0.594793 0.670816 0.698832 0.617581 0.622985 0.753614 0.605338 0.525000 0.492760 0.108467 0.450772 0.383658 0.669856 0.500000 0.501439 0.569600 0.260383 0.243033 0.108139 -0.227899 0.386483 0.418108 0.300321 0.305314 0.529201 0.596458 0.604262 0.492077 0.573138 0.530310 0.565885 0.521586 0.601982 0.613504 0.505030 0.837634 0.465445 0.479473 0.639803 0.796016 0.836029 0.193421 0.007368 0.765777 0.685540 0.549725 0.738292 0.533721 0.305881 0.393230 0.563773 0.365075 0.729314 0.441748 0.610364 0.533654 0.897782 0.789474 0.515217 0.428793 0.787906 0.599821 0.693281 0.345098 0.419355 0.568590 0.721106 0.388365 0.431466 0.237840 0.632523 0.680206 0.376923 0.504748 0.544995 0.321943 0.368072 -0.084907 0.890686 0.601891 0.938326 -0.192175 0.153024 0.403716 0.190509 0.111325
571 684.000000 0.530058 0.413468 0.518866 0.727889 0.951543 0.349621 0.490525 0.409338 0.511175 0.455973 0.166384 0.589192 0.248715 0.549881 0.563830 0.428831 0.492468 0.553226 0.365161 0.431731 0.430275 0.407822 0.548011 0.566733 0.455403 0.497023 0.546129 0.412037 0.341709 0.397203 0.633704 0.687266 0.565034 0.758170 0.670966 1.096797 0.724684 0.837104 0.130511 0.165738 0.307708 0.081818 0.732701 0.614894 0.390000 0.640895 0.333607 0.246667 0.089890 0.377338 0.207568 0.249359 0.527778 0.636915 0.645777 0.546945 0.453521 0.663657 0.333142 0.425373 0.438326 0.517978 0.300000 0.424488 0.619355 0.447382 0.496610 0.702632 0.421912 0.437942 0.596439 0.207895 0.615534 0.642482 0.123453 0.413499 1.034012 0.624491 0.490898 0.670218 0.505672 0.826478 0.192880 0.849730 0.691026 0.869925 0.988889 0.521196 0.674114 0.601416 0.307132 0.434553 0.428676 0.300000 0.286859 0.580905 0.410789 0.435428 0.526013 0.631108 0.806186 0.815769 0.683086 0.947253 0.606800 0.565222 0.941161 0.170811 0.481099 0.220705 0.228249 0.166635 -0.527595 -0.395509 0.213122
572 685.000000 0.533141 0.350505 0.618757 0.618844 0.725000 0.098106 0.509124 0.409911 0.524628 0.406598 0.317797 0.324801 0.412967 0.495704 0.551574 0.359481 0.373816 0.415211 0.312688 0.568269 0.331933 0.271670 0.464489 0.646092 0.578389 0.498838 0.656925 0.428333 0.143719 0.581967 0.639548 0.711332 0.840616 0.758824 0.609494 1.024199 0.774051 0.142986 -0.021898 0.702228 0.615953 0.462590 0.427488 0.334892 0.340400 0.729073 0.532787 0.683169 0.272343 0.235222 0.368649 0.796154 0.181401 0.740496 0.488158 0.751062 0.453548 0.728217 0.271838 0.539659 -0.211013 0.524432 0.331387 0.261538 0.668100 0.375654 0.552354 0.638816 0.707171 0.637126 0.559295 0.226842 0.522330 0.288364 0.656492 0.249862 0.875872 1.031085 1.104032 0.447893 0.658652 0.672707 0.191586 0.278899 0.686538 0.625203 0.524561 0.584239 0.244906 0.801551 0.581555 0.480792 0.285539 0.377483 0.219428 0.376033 0.368069 0.464194 0.263740 0.552684 0.597113 0.829615 0.302077 0.614898 -0.035508 0.401732 0.063354 0.367916 0.453166 0.368722 1.071719 0.338328 0.407027 1.056251 0.464869
573 687.000000 0.461850 0.463300 0.627481 0.679146 0.691049 0.723106 0.509124 0.468931 0.599907 0.499886 0.492938 0.422639 0.424650 0.625579 0.498809 0.533506 0.511549 0.562655 0.368762 0.049038 0.079083 0.005285 0.404830 0.369539 0.376031 0.449876 0.550055 0.532963 1.284422 0.844262 0.565741 0.712500 0.498880 0.640087 0.123193 0.917438 1.125316 0.509502 0.129927 0.880501 1.359144 0.496172 1.076777 0.896043 0.248400 1.377636 0.540984 0.801569 0.355884 0.614173 0.482102 1.860256 0.625845 1.911295 0.650136 0.266216 0.547887 0.929120 0.407876 0.755011 0.282379 0.720126 0.663504 0.678698 0.341935 0.270942 0.369680 0.454605 0.500000 0.478267 0.003097 0.221579 0.575728 0.223932 0.587266 0.230579 0.527035 -0.481472 -1.158065 0.126495 0.146269 0.248700 0.534628 -0.281506 -0.162821 0.519416 -0.650877 -0.051630 0.502265 -0.335580 -0.361507 -0.125157 -0.160539 0.553510 -0.474038 -0.772864 -0.015094 -0.122903 -0.084627 0.977242 0.345567 0.702692 0.236795 0.079112 1.566318 0.143819 -0.268967 1.899020 0.552500 1.584581 1.425898 0.805907 0.979341 1.462302 0.401510
574 688.000000 0.513295 0.445960 0.509378 0.522613 0.628395 0.331818 0.364416 0.458575 0.575465 0.513197 0.455367 0.390444 0.361611 0.558592 0.465362 0.391558 0.480488 0.410533 0.288190 0.695513 0.449174 0.533192 0.443750 0.489178 0.457957 0.491950 0.675136 0.522500 0.388442 0.707040 0.709630 0.664252 0.495238 0.751961 0.584965 0.489324 0.643354 0.666516 0.180584 0.353203 0.431940 1.131100 0.601422 0.564983 0.355200 0.523642 0.338934 0.528065 0.381614 0.459449 0.397568 0.416987 0.538164 0.681818 0.526703 0.659929 0.586092 0.682393 0.352267 0.472921 0.360352 0.500556 0.352190 0.414497 0.545161 0.433159 0.389831 0.463487 0.614343 0.612838 0.408181 -0.001053 0.832282 0.481268 0.736101 0.430854 0.718023 0.281171 0.280242 0.420471 0.351343 0.720804 0.336246 0.520872 0.418976 0.595936 0.745029 0.990217 0.550831 0.607986 0.185214 -0.052174 0.324210 0.355598 0.323077 0.240704 0.324314 0.295654 0.074117 0.491275 0.522268 0.528462 0.449555 0.605271 0.411898 0.496591 0.374897 0.789706 0.596750 0.332159 0.184304 0.642137 0.580613 0.648695 0.459378
575 689.000000 0.486513 0.427609 0.555289 0.505276 0.607099 0.154167 0.395620 0.400780 0.482621 0.372241 0.238136 0.327986 0.341472 0.602864 0.485872 0.461818 0.500700 0.454467 0.330286 0.465064 0.256697 0.349471 0.424148 0.465331 0.556385 0.513859 0.642530 0.435556 0.022111 0.567310 0.604259 0.678388 0.571810 0.747712 0.743878 1.169395 1.042405 0.924887 0.126715 0.743454 1.397276 1.031100 0.109005 0.618345 0.255600 0.447284 0.482673 0.461366 0.351874 0.109449 0.287027 0.439744 0.267874 0.737190 0.581471 0.364083 0.500000 0.705192 0.314320 0.592537 0.299119 0.449057 0.560584 0.506509 0.484588 0.409162 0.527495 0.845395 0.523108 0.758662 0.050592 -0.132105 0.834951 0.537118 0.544192 0.216253 0.753198 0.682148 0.244355 0.656654 0.709851 0.716312 0.414239 0.751551 0.430411 0.377661 0.570175 0.789674 0.488982 0.229448 0.601945 0.663636 0.285049 0.498102 0.179167 0.447236 0.053459 0.302258 0.242778 0.367698 0.600825 0.440385 0.749555 1.078688 0.467923 0.483914 0.813147 0.363725 0.649500 0.629361 0.637522 0.594280 0.477029 0.403560 -0.139998
576 691.000000 0.618112 -0.145960 0.103053 0.360302 0.746914 0.590909 0.368796 0.469042 0.587918 0.529579 0.645763 0.395449 0.268224 0.506563 0.614638 0.266104 0.558250 -0.175434 0.302286 0.847436 0.429725 0.102748 0.399432 0.079158 0.042240 0.532116 0.661029 0.478426 -0.096985 0.667888 0.880741 0.507009 0.235854 0.505120 0.930723 1.223843 1.954747 1.813122 0.119854 1.081337 2.476265 0.569299 0.228910 0.910791 -0.131200 0.553674 0.877459 1.058498 0.717114 0.657874 0.400993 0.745192 0.367633 0.850964 0.429700 0.078114 0.317477 0.841309 0.179272 0.669936 0.723348 0.328657 -0.095255 0.374260 0.385305 0.460698 1.085499 1.464803 1.273307 1.458714 -0.333841 -1.330526 0.663350 0.463047 -0.108454 -0.025344 0.809302 0.110447 0.237500 0.625104 0.510746 0.265485 0.279288 0.558966 0.436859 0.632609 0.677193 1.160870 1.013246 0.877866 0.798629 0.405685 0.366667 0.413283 0.138462 0.257789 0.774528 0.261290 -2.462469 0.676766 0.743711 0.541538 0.756380 0.573459 -0.153081 0.821823 0.491034 0.414216 0.430250 0.673128 1.039580 0.604378 -0.032378 0.274727 0.245647
577 692.000000 0.519846 0.285017 0.550164 0.548744 0.490741 0.454545 0.407117 0.369933 0.536803 0.444255 0.264407 0.406826 0.249533 0.641408 0.500596 0.408961 0.510187 0.329529 0.287986 0.440385 0.380183 0.303594 0.558523 0.487976 0.374263 0.483983 0.612323 0.458056 0.616583 0.559884 0.691852 0.727804 0.630469 0.642375 0.702000 0.633096 0.828165 0.772398 0.062920 0.557660 0.628016 0.807656 0.835545 0.559421 0.376800 0.681470 0.672541 0.596737 0.242602 0.563386 0.509459 0.636218 0.452174 0.773829 0.309809 0.571939 0.426585 0.782619 0.267303 0.686994 0.613216 0.682704 0.525182 0.415680 0.650538 0.229319 0.467797 0.425329 0.508367 0.708491 0.457740 -0.177895 0.677913 0.569106 0.749177 0.674380 0.710465 0.391243 0.484437 0.504211 0.749552 0.804492 0.512298 0.422693 0.321474 0.706660 0.454971 0.525000 0.245321 0.650439 0.369578 0.506962 0.244118 0.371537 0.359615 0.659799 0.485220 0.425806 0.092923 0.128378 0.583309 0.810769 0.545697 0.879024 0.115205 0.533311 0.214227 0.619204 0.672750 0.858150 0.423047 0.389238 0.312903 0.339895 0.343759
578 693.000000 0.502890 0.443603 0.391167 0.609548 0.685802 0.503472 0.469526 0.410245 0.509108 0.491126 0.516384 0.453697 0.433178 0.461456 0.510128 0.459870 0.522525 0.481141 0.401714 0.405769 0.444771 0.422410 0.414205 0.556513 0.427701 0.499917 0.650709 0.479537 0.110050 0.640116 0.577407 0.677804 0.600560 0.691612 0.277711 0.925623 0.657911 0.325339 0.144025 0.396657 0.652140 0.488139 0.462085 0.573381 0.577600 0.781150 0.583197 0.577793 0.350203 0.666535 0.577568 0.918910 0.508213 0.821212 0.574659 0.379796 0.398768 0.710835 0.439618 0.589339 0.503965 0.460063 0.405474 0.499112 0.500717 0.407853 0.390960 0.402961 0.361753 0.465607 0.468754 0.375789 0.622573 0.531177 0.642262 0.333333 0.583140 0.268441 0.318952 0.469418 0.678507 0.698582 0.334951 0.241104 0.334936 0.657998 0.578947 0.618478 0.586529 0.717151 0.557341 0.499605 0.259314 0.282732 0.305769 0.334171 0.265723 0.268387 0.669269 0.629256 0.529691 0.750000 0.504748 0.653826 -0.364554 0.420529 0.411472 0.452118 0.475750 0.303965 0.955627 0.508663 0.507773 0.516352 0.461912
579 694.000000 0.725819 0.446465 0.443184 0.691709 0.680426 0.677652 0.359489 0.452227 0.687268 0.569283 0.552260 0.344141 0.384930 0.561337 0.590723 0.585455 0.497920 0.427419 0.224000 0.776603 0.348807 0.628964 0.231534 0.461723 0.379961 0.481411 0.650382 0.625556 0.274372 0.658149 0.430556 0.643575 0.356022 0.743573 0.406325 1.116726 0.717089 0.129412 0.213139 0.760724 0.973930 1.060766 1.271090 0.809712 -0.299600 0.684345 0.143443 0.576609 0.058479 0.677165 0.525405 0.440385 0.198309 0.396143 0.453951 0.221323 0.528521 1.089391 0.321957 0.910661 0.599559 0.742138 0.550365 0.483301 0.521147 0.579843 0.326365 0.428289 0.284861 0.459511 0.350705 -0.025789 0.716505 0.461635 0.606495 0.321488 0.893314 0.581810 0.148387 0.530454 0.558209 0.473286 0.511974 0.174638 0.093590 0.448891 0.629825 0.654891 0.228302 0.523586 0.509338 -0.371146 0.047794 0.263188 0.157372 0.176884 0.400000 0.454516 0.357866 0.398529 0.613608 0.998846 0.257567 0.317704 0.603644 0.248733 -0.119523 0.698039 0.825000 -0.243612 1.511163 0.656626 -0.047040 0.204044 0.511332
580 697.000000 0.599229 0.310606 0.446783 0.473869 0.627160 -0.578788 0.318066 0.446993 0.595539 0.511604 0.409040 0.358134 0.275467 0.550955 0.543319 0.345584 0.484505 0.354591 0.243619 0.620513 0.490642 0.468922 0.419886 0.504409 0.410020 0.498257 0.661614 0.478611 0.597487 0.731726 0.662593 0.726869 0.443697 0.651307 0.578916 1.039502 0.990190 0.393213 0.073431 0.875766 1.228016 1.306220 0.860190 0.472662 -0.042400 0.474441 0.148770 0.751446 0.163072 0.458047 0.310000 0.354808 0.225604 0.526446 0.585559 0.227159 0.433979 0.688262 0.313126 0.787633 0.495154 0.875157 0.452920 0.756509 0.622581 0.509948 0.357062 0.452303 0.449402 0.709429 0.458429 -0.192632 0.603155 0.499488 0.707642 0.523416 0.745930 0.635349 0.512500 0.569670 0.663582 0.769504 0.163430 0.414873 0.052885 0.640366 0.830409 0.591304 0.794076 0.661558 0.285467 0.175494 0.276471 0.237192 0.328205 0.414573 0.595912 0.474839 0.746705 0.401814 0.585361 0.553846 0.412760 0.519880 0.172019 0.516699 -0.111032 0.650490 0.670750 0.850220 0.811332 0.385726 0.417906 0.631651 0.233820
581 698.000000 0.441811 0.220202 0.572519 0.610302 0.705247 0.179924 0.373358 0.428120 0.500093 0.511945 0.457910 0.398294 0.417173 0.572792 0.602298 0.375844 0.509110 0.408313 0.255619 0.397115 0.494862 0.429387 0.710511 0.647295 0.548134 0.464481 0.644493 0.426111 0.171859 0.677049 0.826111 0.710864 0.542577 0.687582 0.826807 0.848399 0.450000 0.399095 -0.015182 0.650975 0.450973 1.609091 1.055924 0.484532 0.662800 0.430671 0.359016 0.878924 0.237590 0.364567 0.475676 0.516026 0.629710 0.857851 0.548229 0.255442 0.464437 0.738600 0.323389 0.537991 0.293833 0.681132 0.249635 0.363905 0.508961 0.495026 0.440490 0.551974 0.506375 0.757725 0.597128 -0.348947 0.657498 0.554721 0.512334 0.369972 0.554942 0.569081 0.308065 0.411330 0.619701 0.651636 -0.000647 0.459619 0.460897 0.644950 0.919883 0.272283 0.757963 0.385109 0.223021 0.390119 0.287010 0.429412 0.168910 0.370854 0.389308 0.391935 0.267155 0.609797 0.761237 0.539615 0.440356 0.592295 0.845102 0.557353 0.263212 0.774510 0.356500 0.482328 0.223001 0.338746 0.234860 0.151909 0.366029
582 699.000000 0.444123 0.368687 0.484406 0.718844 0.690432 0.462083 0.424818 0.420824 0.516078 0.498521 0.303107 0.445165 0.357827 0.512172 0.541191 0.404675 0.503515 0.486725 0.297905 0.372115 0.425505 0.355814 0.623011 0.603607 0.517092 0.458838 0.653435 0.409630 0.278392 0.596239 0.741296 0.639836 0.492717 0.682353 0.586067 0.731673 0.583544 0.562896 0.081460 0.389694 0.549027 0.495215 0.535545 0.323381 0.751600 0.693291 0.986885 0.429793 0.178109 0.408661 0.532973 0.696154 0.630193 0.830854 0.518801 0.305722 0.457746 0.657788 0.261814 0.488060 0.347577 0.470557 0.294161 0.326036 0.631541 0.367277 0.474765 0.569079 0.535060 0.599240 0.597816 0.073158 0.575243 0.465820 0.640339 0.414601 0.703779 0.599781 0.490323 0.509224 0.703881 0.751773 0.372168 0.521307 0.608974 0.719707 0.593567 0.420109 0.625963 0.532683 0.381048 0.493676 0.341422 0.338710 0.265705 0.432161 0.402516 0.353871 0.406540 0.557233 0.640000 0.671154 0.455786 0.777308 0.033930 0.510142 0.362487 0.515686 0.557000 0.896476 0.322696 0.168391 0.089180 0.198028 0.573846
583 700.000000 0.111686 -0.152525 0.381243 0.704774 0.636111 0.185985 0.491241 0.510356 0.545260 0.577474 0.603672 0.376223 0.385164 0.358711 0.490468 0.433766 0.482281 0.592680 0.428190 0.899038 0.706972 0.764693 0.473580 0.680561 0.492338 0.574523 0.731298 0.308148 0.220101 0.679556 0.669815 0.608762 0.712325 0.767756 0.813554 0.829181 0.182911 -0.109502 -0.326715 0.268245 -0.075875 1.023445 0.167773 0.986691 0.493200 0.867093 0.590984 1.027319 0.189470 -0.101575 0.531351 0.710256 0.392029 0.782369 0.645232 0.473623 0.414437 1.121445 0.272315 0.405757 -0.307048 0.466038 0.229927 0.253254 1.041577 0.766230 0.424670 0.415789 0.516733 0.648005 0.557893 -1.487895 0.809223 0.808054 0.938010 0.178788 0.736919 0.245603 0.279848 0.628347 0.511045 0.797636 -0.380583 0.218949 0.610893 0.908008 0.946784 0.590761 0.748001 1.090636 0.748077 0.147431 0.553186 0.297723 0.549038 0.700767 0.825157 0.816452 0.617206 0.692182 0.592514 0.457308 0.255193 0.268312 -0.278544 0.039780 -0.274968 -0.511765 0.468000 -0.079736 1.427209 0.784832 0.966098 1.167539 0.672686
584 701.000000 0.330636 0.171886 0.459433 0.580905 0.616667 0.495455 0.465146 0.399252 0.465985 0.503185 0.438983 0.359954 0.279673 0.524224 0.481702 0.406104 0.484935 0.404963 0.368571 0.545513 0.455046 0.292600 0.441477 0.577756 0.434774 0.405809 0.654635 0.421759 0.148241 0.506654 0.713704 0.688531 0.582633 0.706427 0.544064 0.774733 0.435127 0.341629 -0.060000 0.286908 0.304280 0.465896 0.550237 0.974820 0.792000 0.674441 0.540574 0.656270 0.241934 0.279134 0.498108 0.741346 0.797101 0.971625 0.701635 0.822442 0.579401 0.865688 0.457757 0.426439 -0.026432 0.323585 0.283577 0.320414 0.674910 0.514136 0.540866 0.677961 0.439841 0.745065 0.432960 -0.542105 0.866748 0.735567 0.983007 0.533333 0.759302 0.487837 0.055242 0.692332 0.438507 0.685816 0.042395 0.326251 0.522756 0.878741 1.260819 1.121739 0.630529 0.715129 0.508913 0.280632 0.334314 0.342694 0.602564 0.485086 0.402830 0.318710 0.346250 0.792509 0.555670 0.202308 0.334421 0.430303 0.350350 0.361952 -0.002613 0.423039 0.269750 0.196476 0.946445 0.748390 1.177523 1.186087 0.646075
